======================================================================
EXPERIMENT CONFIGURATION
======================================================================
USE_CUTOUT = True
CUTOUT_SIZE = 4
USE_SILU = False
WARMUP_FRACTION = 0.23
======================================================================
------------------------------------------------------------------------------------------------------
|  run     |  epoch  |  train_loss  |  train_acc  |  val_acc  |  tta_val_acc  |  total_time_seconds  |
|       7  |      0  |      1.4756  |     0.6592  |   0.6413  |               |              0.3903  |
|          |      1  |      1.2812  |     0.7988  |   0.7269  |               |              0.7739  |
|          |      2  |      1.2119  |     0.8301  |   0.8252  |               |              1.1572  |
|          |      3  |      1.1855  |     0.8398  |   0.8307  |               |              1.5106  |
|          |      4  |      1.1484  |     0.8604  |   0.7995  |               |              1.8634  |
|          |      5  |      1.0859  |     0.8994  |   0.8713  |               |              2.2162  |
|          |      6  |      1.0635  |     0.9111  |   0.8876  |               |              2.5691  |
|          |      7  |      1.0156  |     0.9375  |   0.8959  |               |              2.9228  |
|          |      8  |      0.9736  |     0.9600  |   0.9198  |               |              3.2757  |
|          |      9  |      0.9683  |     0.9609  |   0.9344  |               |              3.6004  |
|          |   eval  |      0.9683  |     0.9609  |   0.9344  |       0.9415  |              3.7533  |
------------------------------------------------------------------------------------------------------
|       8  |      0  |      1.4834  |     0.6807  |   0.5896  |               |              0.3908  |
|          |      1  |      1.2920  |     0.8047  |   0.7218  |               |              0.7754  |
|          |      2  |      1.1934  |     0.8291  |   0.8209  |               |              1.1590  |
|          |      3  |      1.1729  |     0.8643  |   0.8318  |               |              1.5121  |
|          |      4  |      1.1709  |     0.8486  |   0.8164  |               |              1.8649  |
|          |      5  |      1.1006  |     0.8848  |   0.8089  |               |              2.2176  |
|          |      6  |      1.0547  |     0.9141  |   0.8856  |               |              2.5712  |
|          |      7  |      1.0264  |     0.9316  |   0.9022  |               |              2.9260  |
|          |      8  |      1.0010  |     0.9414  |   0.9199  |               |              3.2791  |
|          |      9  |      0.9551  |     0.9648  |   0.9307  |               |              3.6036  |
|          |   eval  |      0.9551  |     0.9648  |   0.9307  |       0.9398  |              3.7573  |
------------------------------------------------------------------------------------------------------
|       9  |      0  |      1.4600  |     0.6855  |   0.5998  |               |              0.4776  |
|          |      1  |      1.3242  |     0.7734  |   0.6678  |               |              0.8622  |
|          |      2  |      1.2285  |     0.8252  |   0.7344  |               |              1.2456  |
|          |      3  |      1.1699  |     0.8467  |   0.7622  |               |              1.5991  |
|          |      4  |      1.1357  |     0.8770  |   0.8554  |               |              1.9526  |
|          |      5  |      1.1338  |     0.8613  |   0.8324  |               |              2.3058  |
|          |      6  |      1.0537  |     0.9209  |   0.8901  |               |              2.6585  |
|          |      7  |      1.0273  |     0.9365  |   0.9067  |               |              3.0113  |
|          |      8  |      0.9780  |     0.9561  |   0.9214  |               |              3.3643  |
|          |      9  |      0.9609  |     0.9746  |   0.9335  |               |              3.6900  |
|          |   eval  |      0.9609  |     0.9746  |   0.9335  |       0.9380  |              3.8432  |
------------------------------------------------------------------------------------------------------
|      10  |      0  |      1.4805  |     0.6670  |   0.6397  |               |              0.3910  |
|          |      1  |      1.2803  |     0.7852  |   0.7552  |               |              0.7751  |
|          |      2  |      1.2432  |     0.8184  |   0.7911  |               |              1.1585  |
|          |      3  |      1.1758  |     0.8496  |   0.7718  |               |              1.5135  |
|          |      4  |      1.1416  |     0.8623  |   0.8241  |               |              1.8673  |
|          |      5  |      1.0986  |     0.8887  |   0.8670  |               |              2.2208  |
|          |      6  |      1.0498  |     0.9170  |   0.8778  |               |              2.5734  |
|          |      7  |      1.0312  |     0.9268  |   0.9044  |               |              2.9270  |
|          |      8  |      0.9897  |     0.9541  |   0.9208  |               |              3.2799  |
|          |      9  |      0.9775  |     0.9570  |   0.9311  |               |              3.6048  |
|          |   eval  |      0.9775  |     0.9570  |   0.9311  |       0.9386  |              3.7587  |
------------------------------------------------------------------------------------------------------
|      11  |      0  |      1.4600  |     0.6699  |   0.6579  |               |              0.3924  |
|          |      1  |      1.2969  |     0.7832  |   0.6712  |               |              0.7760  |
|          |      2  |      1.2217  |     0.8281  |   0.7504  |               |              1.1602  |
|          |      3  |      1.1650  |     0.8574  |   0.8349  |               |              1.5140  |
|          |      4  |      1.1416  |     0.8643  |   0.8448  |               |              1.8678  |
|          |      5  |      1.1162  |     0.8750  |   0.8431  |               |              2.2216  |
|          |      6  |      1.0547  |     0.9160  |   0.9038  |               |              2.5755  |
|          |      7  |      1.0225  |     0.9277  |   0.8947  |               |              2.9290  |
|          |      8  |      0.9897  |     0.9502  |   0.9207  |               |              3.2825  |
|          |      9  |      0.9702  |     0.9648  |   0.9322  |               |              3.6073  |
|          |   eval  |      0.9702  |     0.9648  |   0.9322  |       0.9409  |              3.7606  |
------------------------------------------------------------------------------------------------------
|      12  |      0  |      1.5098  |     0.6523  |   0.6456  |               |              0.4752  |
|          |      1  |      1.2930  |     0.7891  |   0.7598  |               |              0.8597  |
|          |      2  |      1.2158  |     0.8252  |   0.7778  |               |              1.2440  |
|          |      3  |      1.1553  |     0.8652  |   0.7704  |               |              1.5980  |
|          |      4  |      1.1445  |     0.8672  |   0.8280  |               |              1.9528  |
|          |      5  |      1.0957  |     0.8896  |   0.8176  |               |              2.3060  |
|          |      6  |      1.0752  |     0.8994  |   0.8926  |               |              2.6600  |
|          |      7  |      1.0254  |     0.9307  |   0.9028  |               |              3.0139  |
|          |      8  |      0.9897  |     0.9463  |   0.9207  |               |              3.3674  |
|          |      9  |      0.9551  |     0.9736  |   0.9338  |               |              3.6932  |
|          |   eval  |      0.9551  |     0.9736  |   0.9338  |       0.9403  |              3.8464  |
------------------------------------------------------------------------------------------------------
|      13  |      0  |      1.4619  |     0.6846  |   0.5632  |               |              0.4773  |
|          |      1  |      1.2520  |     0.8262  |   0.7293  |               |              0.8613  |
|          |      2  |      1.2041  |     0.8281  |   0.8032  |               |              1.2461  |
|          |      3  |      1.1787  |     0.8467  |   0.8353  |               |              1.6014  |
|          |      4  |      1.1338  |     0.8672  |   0.8631  |               |              1.9536  |
|          |      5  |      1.1025  |     0.8877  |   0.8640  |               |              2.3065  |
|          |      6  |      1.0459  |     0.9297  |   0.8843  |               |              2.6596  |
|          |      7  |      1.0410  |     0.9189  |   0.8894  |               |              3.0121  |
|          |      8  |      0.9775  |     0.9551  |   0.9217  |               |              3.3664  |
|          |      9  |      0.9502  |     0.9746  |   0.9308  |               |              3.6901  |
|          |   eval  |      0.9502  |     0.9746  |   0.9308  |       0.9380  |              3.8434  |
------------------------------------------------------------------------------------------------------
|      14  |      0  |      1.4707  |     0.6719  |   0.6558  |               |              0.4746  |
|          |      1  |      1.3174  |     0.7832  |   0.7406  |               |              0.8590  |
|          |      2  |      1.2109  |     0.8428  |   0.7314  |               |              1.2426  |
|          |      3  |      1.1514  |     0.8662  |   0.8227  |               |              1.5970  |
|          |      4  |      1.1543  |     0.8564  |   0.8415  |               |              1.9494  |
|          |      5  |      1.1143  |     0.8818  |   0.8223  |               |              2.3044  |
|          |      6  |      1.0576  |     0.9150  |   0.8855  |               |              2.6575  |
|          |      7  |      1.0264  |     0.9355  |   0.9078  |               |              3.0115  |
|          |      8  |      0.9907  |     0.9463  |   0.9189  |               |              3.3651  |
|          |      9  |      0.9712  |     0.9609  |   0.9324  |               |              3.6897  |
|          |   eval  |      0.9712  |     0.9609  |   0.9324  |       0.9386  |              3.8428  |
------------------------------------------------------------------------------------------------------
|      15  |      0  |      1.4209  |     0.7129  |   0.5911  |               |              0.3922  |
|          |      1  |      1.2793  |     0.8018  |   0.7033  |               |              0.7765  |
|          |      2  |      1.2432  |     0.8125  |   0.8017  |               |              1.1609  |
|          |      3  |      1.1562  |     0.8652  |   0.8361  |               |              1.5161  |
|          |      4  |      1.1240  |     0.8828  |   0.8583  |               |              1.8687  |
|          |      5  |      1.0967  |     0.8877  |   0.8636  |               |              2.2229  |
|          |      6  |      1.0801  |     0.8916  |   0.8640  |               |              2.5755  |
|          |      7  |      1.0205  |     0.9355  |   0.8874  |               |              2.9289  |
|          |      8  |      0.9771  |     0.9600  |   0.9211  |               |              3.2826  |
|          |      9  |      0.9507  |     0.9717  |   0.9298  |               |              3.6078  |
|          |   eval  |      0.9507  |     0.9717  |   0.9298  |       0.9394  |              3.7615  |
------------------------------------------------------------------------------------------------------
|      16  |      0  |      1.4756  |     0.6885  |   0.6113  |               |              0.3915  |
|          |      1  |      1.2656  |     0.7998  |   0.7818  |               |              0.7751  |
|          |      2  |      1.1953  |     0.8369  |   0.8003  |               |              1.1600  |
|          |      3  |      1.1357  |     0.8682  |   0.8378  |               |              1.5123  |
|          |      4  |      1.1260  |     0.8799  |   0.8594  |               |              1.8647  |
|          |      5  |      1.1182  |     0.8760  |   0.8527  |               |              2.2189  |
|          |      6  |      1.0781  |     0.9102  |   0.8708  |               |              2.5719  |
|          |      7  |      1.0400  |     0.9219  |   0.9017  |               |              2.9251  |
|          |      8  |      0.9780  |     0.9521  |   0.9199  |               |              3.2789  |
|          |      9  |      0.9580  |     0.9795  |   0.9329  |               |              3.6030  |
|          |   eval  |      0.9580  |     0.9795  |   0.9329  |       0.9376  |              3.7561  |
------------------------------------------------------------------------------------------------------
|      17  |      0  |      1.4902  |     0.6572  |   0.5898  |               |              0.4738  |
|          |      1  |      1.3096  |     0.7656  |   0.6263  |               |              0.8581  |
|          |      2  |      1.2275  |     0.8076  |   0.7935  |               |              1.2436  |
|          |      3  |      1.2158  |     0.8193  |   0.7532  |               |              1.5981  |
|          |      4  |      1.1230  |     0.8818  |   0.8656  |               |              1.9509  |
|          |      5  |      1.1250  |     0.8750  |   0.8503  |               |              2.3051  |
|          |      6  |      1.0469  |     0.9258  |   0.8800  |               |              2.6587  |
|          |      7  |      1.0312  |     0.9238  |   0.8856  |               |              3.0130  |
|          |      8  |      0.9814  |     0.9590  |   0.9228  |               |              3.3678  |
|          |      9  |      0.9629  |     0.9697  |   0.9316  |               |              3.6927  |
|          |   eval  |      0.9629  |     0.9697  |   0.9316  |       0.9381  |              3.8459  |
------------------------------------------------------------------------------------------------------
|      18  |      0  |      1.4541  |     0.6982  |   0.7025  |               |              0.3917  |
|          |      1  |      1.3125  |     0.7744  |   0.7242  |               |              0.7758  |
|          |      2  |      1.2061  |     0.8369  |   0.7655  |               |              1.1607  |
|          |      3  |      1.1885  |     0.8379  |   0.7658  |               |              1.5137  |
|          |      4  |      1.1143  |     0.8887  |   0.8692  |               |              1.8666  |
|          |      5  |      1.1016  |     0.8867  |   0.8043  |               |              2.2203  |
|          |      6  |      1.0508  |     0.9258  |   0.8770  |               |              2.5734  |
|          |      7  |      1.0430  |     0.9150  |   0.8882  |               |              2.9268  |
|          |      8  |      0.9858  |     0.9492  |   0.9192  |               |              3.2817  |
|          |      9  |      0.9580  |     0.9688  |   0.9314  |               |              3.6080  |
|          |   eval  |      0.9580  |     0.9688  |   0.9314  |       0.9413  |              3.7611  |
------------------------------------------------------------------------------------------------------
|      19  |      0  |      1.4482  |     0.6875  |   0.6098  |               |              0.3922  |
|          |      1  |      1.2588  |     0.8115  |   0.7435  |               |              0.7767  |
|          |      2  |      1.2373  |     0.8262  |   0.7554  |               |              1.1606  |
|          |      3  |      1.1953  |     0.8281  |   0.8003  |               |              1.5147  |
|          |      4  |      1.1504  |     0.8672  |   0.8261  |               |              1.8682  |
|          |      5  |      1.1250  |     0.8682  |   0.8330  |               |              2.2211  |
|          |      6  |      1.0596  |     0.9131  |   0.8747  |               |              2.5751  |
|          |      7  |      1.0400  |     0.9268  |   0.9030  |               |              2.9296  |
|          |      8  |      0.9756  |     0.9619  |   0.9221  |               |              3.2823  |
|          |      9  |      0.9502  |     0.9727  |   0.9325  |               |              3.6074  |
|          |   eval  |      0.9502  |     0.9727  |   0.9325  |       0.9394  |              3.7606  |
------------------------------------------------------------------------------------------------------
|      20  |      0  |      1.4707  |     0.6738  |   0.6697  |               |              0.3922  |
|          |      1  |      1.3125  |     0.7715  |   0.6470  |               |              0.7756  |
|          |      2  |      1.2031  |     0.8447  |   0.7633  |               |              1.1609  |
|          |      3  |      1.1934  |     0.8398  |   0.7768  |               |              1.5153  |
|          |      4  |      1.1504  |     0.8574  |   0.8462  |               |              1.8698  |
|          |      5  |      1.0977  |     0.8877  |   0.8740  |               |              2.2247  |
|          |      6  |      1.0703  |     0.9072  |   0.8881  |               |              2.5777  |
|          |      7  |      1.0312  |     0.9258  |   0.8988  |               |              2.9309  |
|          |      8  |      0.9878  |     0.9541  |   0.9200  |               |              3.2839  |
|          |      9  |      0.9648  |     0.9609  |   0.9322  |               |              3.6100  |
|          |   eval  |      0.9648  |     0.9609  |   0.9322  |       0.9379  |              3.7633  |
------------------------------------------------------------------------------------------------------
|      21  |      0  |      1.4922  |     0.6787  |   0.5762  |               |              0.4804  |
|          |      1  |      1.3486  |     0.7607  |   0.7027  |               |              0.8652  |
|          |      2  |      1.2236  |     0.8389  |   0.8102  |               |              1.2502  |
|          |      3  |      1.1855  |     0.8340  |   0.8225  |               |              1.6040  |
|          |      4  |      1.1582  |     0.8496  |   0.8385  |               |              1.9561  |
|          |      5  |      1.1094  |     0.8779  |   0.8607  |               |              2.3088  |
|          |      6  |      1.0518  |     0.9111  |   0.8978  |               |              2.6631  |
|          |      7  |      1.0264  |     0.9248  |   0.8947  |               |              3.0167  |
|          |      8  |      0.9897  |     0.9414  |   0.9206  |               |              3.3694  |
|          |      9  |      0.9580  |     0.9727  |   0.9327  |               |              3.6938  |
|          |   eval  |      0.9580  |     0.9727  |   0.9327  |       0.9390  |              3.8469  |
------------------------------------------------------------------------------------------------------
|      22  |      0  |      1.4248  |     0.6973  |   0.6777  |               |              0.3916  |
|          |      1  |      1.2773  |     0.8037  |   0.7082  |               |              0.7756  |
|          |      2  |      1.2129  |     0.8320  |   0.7803  |               |              1.1597  |
|          |      3  |      1.1416  |     0.8643  |   0.7955  |               |              1.5141  |
|          |      4  |      1.1328  |     0.8730  |   0.8111  |               |              1.8665  |
|          |      5  |      1.1113  |     0.8828  |   0.8615  |               |              2.2201  |
|          |      6  |      1.0645  |     0.9072  |   0.8903  |               |              2.5731  |
|          |      7  |      1.0479  |     0.9141  |   0.8916  |               |              2.9267  |
|          |      8  |      0.9810  |     0.9551  |   0.9213  |               |              3.2817  |
|          |      9  |      0.9639  |     0.9697  |   0.9330  |               |              3.6056  |
|          |   eval  |      0.9639  |     0.9697  |   0.9330  |       0.9413  |              3.7589  |
------------------------------------------------------------------------------------------------------
|      23  |      0  |      1.4463  |     0.7051  |   0.6754  |               |              0.4780  |
|          |      1  |      1.2861  |     0.8047  |   0.7267  |               |              0.8622  |
|          |      2  |      1.1816  |     0.8506  |   0.8036  |               |              1.2463  |
|          |      3  |      1.1895  |     0.8545  |   0.8009  |               |              1.5996  |
|          |      4  |      1.1514  |     0.8584  |   0.8533  |               |              1.9522  |
|          |      5  |      1.1152  |     0.8789  |   0.8256  |               |              2.3071  |
|          |      6  |      1.0752  |     0.9062  |   0.8778  |               |              2.6614  |
|          |      7  |      1.0234  |     0.9355  |   0.9007  |               |              3.0165  |
|          |      8  |      0.9961  |     0.9434  |   0.9240  |               |              3.3695  |
|          |      9  |      0.9595  |     0.9619  |   0.9335  |               |              3.6957  |
|          |   eval  |      0.9595  |     0.9619  |   0.9335  |       0.9402  |              3.8489  |
------------------------------------------------------------------------------------------------------
|      24  |      0  |      1.4629  |     0.6689  |   0.5407  |               |              0.3916  |
|          |      1  |      1.2715  |     0.8047  |   0.7745  |               |              0.7752  |
|          |      2  |      1.2334  |     0.8252  |   0.7501  |               |              1.1605  |
|          |      3  |      1.1592  |     0.8535  |   0.7740  |               |              1.5150  |
|          |      4  |      1.1475  |     0.8594  |   0.8530  |               |              1.8677  |
|          |      5  |      1.1172  |     0.8877  |   0.8572  |               |              2.2211  |
|          |      6  |      1.0469  |     0.9111  |   0.8721  |               |              2.5749  |
|          |      7  |      1.0410  |     0.9277  |   0.8980  |               |              2.9280  |
|          |      8  |      0.9780  |     0.9639  |   0.9212  |               |              3.2828  |
|          |      9  |      0.9497  |     0.9766  |   0.9312  |               |              3.6079  |
|          |   eval  |      0.9497  |     0.9766  |   0.9312  |       0.9398  |              3.7611  |
------------------------------------------------------------------------------------------------------
Mean: 0.9393    Std: 0.0013
/workspace/ese5060/ese-3060-project/logs/97657bab-08eb-438b-b8a4-8a414851814a/log.pt
