======================================================================
EXPERIMENT CONFIGURATION
======================================================================
USE_CUTOUT = True
CUTOUT_SIZE = 16
USE_SILU = False
WARMUP_FRACTION = 0.23
======================================================================
------------------------------------------------------------------------------------------------------
|  run     |  epoch  |  train_loss  |  train_acc  |  val_acc  |  tta_val_acc  |  total_time_seconds  |
|          |      7  |      1.2461  |     0.8125  |   0.8497  |               |              2.9454  |
|          |      8  |      1.1455  |     0.8682  |   0.8889  |               |              3.3021  |
|          |      9  |      1.1006  |     0.9004  |   0.9055  |               |              3.6294  |
|          |   eval  |      1.1006  |     0.9004  |   0.9055  |       0.9116  |              3.7826  |
------------------------------------------------------------------------------------------------------
|       4  |      0  |      1.6543  |     0.5664  |   0.5764  |               |              0.3941  |
|          |      1  |      1.5215  |     0.6387  |   0.5926  |               |              0.7811  |
|          |      2  |      1.4316  |     0.7002  |   0.6729  |               |              1.1681  |
|          |      3  |      1.3291  |     0.7598  |   0.7886  |               |              1.5238  |
|          |      4  |      1.3184  |     0.7617  |   0.7819  |               |              1.8796  |
|          |      5  |      1.2803  |     0.7910  |   0.8173  |               |              2.2351  |
|          |      6  |      1.2168  |     0.8291  |   0.8605  |               |              2.5909  |
|          |      7  |      1.2012  |     0.8359  |   0.8679  |               |              2.9474  |
|          |      8  |      1.1572  |     0.8574  |   0.8776  |               |              3.3032  |
|          |      9  |      1.1387  |     0.8701  |   0.9060  |               |              3.6309  |
|          |   eval  |      1.1387  |     0.8701  |   0.9060  |       0.9117  |              3.7839  |
------------------------------------------------------------------------------------------------------
|       5  |      0  |      1.6104  |     0.6162  |   0.5463  |               |              0.3935  |
|          |      1  |      1.5566  |     0.6279  |   0.6124  |               |              0.7804  |
|          |      2  |      1.4160  |     0.7031  |   0.6722  |               |              1.1673  |
|          |      3  |      1.3857  |     0.7285  |   0.8045  |               |              1.5233  |
|          |      4  |      1.3359  |     0.7510  |   0.7259  |               |              1.8788  |
|          |      5  |      1.2959  |     0.7773  |   0.8189  |               |              2.2352  |
|          |      6  |      1.2559  |     0.8086  |   0.7940  |               |              2.5909  |
|          |      7  |      1.2383  |     0.8125  |   0.8708  |               |              2.9470  |
|          |      8  |      1.1650  |     0.8555  |   0.8907  |               |              3.3041  |
|          |      9  |      1.1338  |     0.8711  |   0.9060  |               |              3.6314  |
|          |   eval  |      1.1338  |     0.8711  |   0.9060  |       0.9134  |              3.7855  |
------------------------------------------------------------------------------------------------------
|       6  |      0  |      1.6592  |     0.5508  |   0.5652  |               |              0.3941  |
|          |      1  |      1.5391  |     0.6377  |   0.5554  |               |              0.7814  |
|          |      2  |      1.3877  |     0.7158  |   0.7592  |               |              1.1678  |
|          |      3  |      1.3672  |     0.7363  |   0.7516  |               |              1.5249  |
|          |      4  |      1.3125  |     0.7676  |   0.7830  |               |              1.8807  |
|          |      5  |      1.2637  |     0.7861  |   0.8293  |               |              2.2371  |
|          |      6  |      1.2432  |     0.7930  |   0.8203  |               |              2.5941  |
|          |      7  |      1.2207  |     0.8115  |   0.8582  |               |              2.9515  |
|          |      8  |      1.1660  |     0.8438  |   0.8889  |               |              3.3073  |
|          |      9  |      1.1270  |     0.8662  |   0.9057  |               |              3.6349  |
|          |   eval  |      1.1270  |     0.8662  |   0.9057  |       0.9123  |              3.7896  |
------------------------------------------------------------------------------------------------------
|       7  |      0  |      1.6660  |     0.5469  |   0.4608  |               |              0.4795  |
|          |      1  |      1.4932  |     0.6621  |   0.7081  |               |              0.8665  |
|          |      2  |      1.4092  |     0.7090  |   0.6986  |               |              1.2537  |
|          |      3  |      1.3613  |     0.7412  |   0.7678  |               |              1.6105  |
|          |      4  |      1.3350  |     0.7354  |   0.8237  |               |              1.9669  |
|          |      5  |      1.3105  |     0.7617  |   0.7763  |               |              2.3238  |
|          |      6  |      1.2324  |     0.8125  |   0.8513  |               |              2.6804  |
|          |      7  |      1.2266  |     0.8096  |   0.8753  |               |              3.0374  |
|          |      8  |      1.1787  |     0.8467  |   0.8913  |               |              3.3938  |
|          |      9  |      1.1240  |     0.8682  |   0.9089  |               |              3.7225  |
|          |   eval  |      1.1240  |     0.8682  |   0.9089  |       0.9129  |              3.8758  |
------------------------------------------------------------------------------------------------------
|       8  |      0  |      1.6260  |     0.5898  |   0.6110  |               |              0.3942  |
|          |      1  |      1.4834  |     0.6855  |   0.5673  |               |              0.7814  |
|          |      2  |      1.4375  |     0.6875  |   0.7043  |               |              1.1699  |
|          |      3  |      1.3545  |     0.7676  |   0.7708  |               |              1.5269  |
|          |      4  |      1.3779  |     0.7344  |   0.8063  |               |              1.8837  |
|          |      5  |      1.2803  |     0.7852  |   0.7834  |               |              2.2413  |
|          |      6  |      1.2373  |     0.8125  |   0.8482  |               |              2.5980  |
|          |      7  |      1.1934  |     0.8408  |   0.8400  |               |              2.9554  |
|          |      8  |      1.1689  |     0.8525  |   0.8911  |               |              3.3122  |
|          |      9  |      1.1328  |     0.8750  |   0.9055  |               |              3.6400  |
|          |   eval  |      1.1328  |     0.8750  |   0.9055  |       0.9125  |              3.7954  |
------------------------------------------------------------------------------------------------------
|       9  |      0  |      1.6689  |     0.5488  |   0.5707  |               |              0.3947  |
|          |      1  |      1.5488  |     0.6445  |   0.5424  |               |              0.7828  |
|          |      2  |      1.4023  |     0.7295  |   0.7448  |               |              1.1716  |
|          |      3  |      1.3477  |     0.7354  |   0.7797  |               |              1.5293  |
|          |      4  |      1.3271  |     0.7520  |   0.7649  |               |              1.8868  |
|          |      5  |      1.3057  |     0.7744  |   0.8236  |               |              2.2445  |
|          |      6  |      1.2549  |     0.7842  |   0.8512  |               |              2.6022  |
|          |      7  |      1.2148  |     0.8232  |   0.8434  |               |              2.9599  |
|          |      8  |      1.1904  |     0.8369  |   0.8983  |               |              3.3173  |
|          |      9  |      1.1445  |     0.8662  |   0.9073  |               |              3.6459  |
|          |   eval  |      1.1445  |     0.8662  |   0.9073  |       0.9130  |              3.7998  |
------------------------------------------------------------------------------------------------------
|      10  |      0  |      1.6289  |     0.5791  |   0.5497  |               |              0.3941  |
|          |      1  |      1.4697  |     0.6807  |   0.7039  |               |              0.7835  |
|          |      2  |      1.4092  |     0.7109  |   0.7104  |               |              1.1714  |
|          |      3  |      1.3652  |     0.7412  |   0.7718  |               |              1.5296  |
|          |      4  |      1.3418  |     0.7559  |   0.7621  |               |              1.8871  |
|          |      5  |      1.3145  |     0.7539  |   0.8311  |               |              2.2447  |
|          |      6  |      1.2324  |     0.8105  |   0.8419  |               |              2.6018  |
|          |      7  |      1.1924  |     0.8418  |   0.8609  |               |              2.9595  |
|          |      8  |      1.1797  |     0.8447  |   0.8848  |               |              3.3167  |
|          |      9  |      1.1191  |     0.8877  |   0.9040  |               |              3.6452  |
|          |   eval  |      1.1191  |     0.8877  |   0.9040  |       0.9115  |              3.7993  |
------------------------------------------------------------------------------------------------------
|      11  |      0  |      1.6260  |     0.5713  |   0.5649  |               |              0.3947  |
|          |      1  |      1.5322  |     0.6211  |   0.5086  |               |              0.7814  |
|          |      2  |      1.4023  |     0.7236  |   0.7339  |               |              1.1700  |
|          |      3  |      1.3936  |     0.7256  |   0.7779  |               |              1.5272  |
|          |      4  |      1.3115  |     0.7773  |   0.8088  |               |              1.8841  |
|          |      5  |      1.2998  |     0.7637  |   0.8372  |               |              2.2405  |
|          |      6  |      1.2383  |     0.8174  |   0.8556  |               |              2.5964  |
|          |      7  |      1.2090  |     0.8389  |   0.8573  |               |              2.9525  |
|          |      8  |      1.1611  |     0.8584  |   0.8830  |               |              3.3088  |
|          |      9  |      1.1162  |     0.8887  |   0.9060  |               |              3.6376  |
|          |   eval  |      1.1162  |     0.8887  |   0.9060  |       0.9138  |              3.7909  |
------------------------------------------------------------------------------------------------------
|      12  |      0  |      1.6387  |     0.5547  |   0.5555  |               |              0.4813  |
|          |      1  |      1.4971  |     0.6533  |   0.6629  |               |              0.8684  |
|          |      2  |      1.4600  |     0.6797  |   0.5986  |               |              1.2565  |
|          |      3  |      1.3564  |     0.7295  |   0.7566  |               |              1.6134  |
|          |      4  |      1.3047  |     0.7891  |   0.7928  |               |              1.9701  |
|          |      5  |      1.2773  |     0.7783  |   0.8371  |               |              2.3274  |
|          |      6  |      1.2256  |     0.8184  |   0.8387  |               |              2.6850  |
|          |      7  |      1.2275  |     0.8164  |   0.8555  |               |              3.0435  |
|          |      8  |      1.1709  |     0.8506  |   0.8894  |               |              3.4007  |
|          |      9  |      1.1094  |     0.8916  |   0.9042  |               |              3.7278  |
|          |   eval  |      1.1094  |     0.8916  |   0.9042  |       0.9098  |              3.8813  |
------------------------------------------------------------------------------------------------------
|      13  |      0  |      1.6572  |     0.5615  |   0.5607  |               |              0.3941  |
|          |      1  |      1.4814  |     0.6787  |   0.5899  |               |              0.7810  |
|          |      2  |      1.4756  |     0.6650  |   0.6769  |               |              1.1679  |
|          |      3  |      1.3496  |     0.7393  |   0.7706  |               |              1.5251  |
|          |      4  |      1.3047  |     0.7754  |   0.8162  |               |              1.8817  |
|          |      5  |      1.3047  |     0.7617  |   0.8185  |               |              2.2389  |
|          |      6  |      1.2256  |     0.8164  |   0.8379  |               |              2.5959  |
|          |      7  |      1.2158  |     0.8154  |   0.8640  |               |              2.9531  |
|          |      8  |      1.1787  |     0.8496  |   0.8877  |               |              3.3102  |
|          |      9  |      1.1318  |     0.8701  |   0.9055  |               |              3.6382  |
|          |   eval  |      1.1318  |     0.8701  |   0.9055  |       0.9154  |              3.7912  |
------------------------------------------------------------------------------------------------------
|      14  |      0  |      1.6934  |     0.5244  |   0.5588  |               |              0.3947  |
|          |      1  |      1.4961  |     0.6533  |   0.6975  |               |              0.7806  |
|          |      2  |      1.4121  |     0.7119  |   0.6680  |               |              1.1683  |
|          |      3  |      1.4033  |     0.7139  |   0.6840  |               |              1.5251  |
|          |      4  |      1.3447  |     0.7451  |   0.7891  |               |              1.8810  |
|          |      5  |      1.2822  |     0.7783  |   0.8434  |               |              2.2364  |
|          |      6  |      1.2168  |     0.8193  |   0.8415  |               |              2.5926  |
|          |      7  |      1.2256  |     0.8203  |   0.8571  |               |              2.9483  |
|          |      8  |      1.1855  |     0.8379  |   0.8898  |               |              3.3044  |
|          |      9  |      1.1455  |     0.8652  |   0.9061  |               |              3.6320  |
|          |   eval  |      1.1455  |     0.8652  |   0.9061  |       0.9113  |              3.7858  |
------------------------------------------------------------------------------------------------------
|      15  |      0  |      1.6367  |     0.5771  |   0.5626  |               |              0.3941  |
|          |      1  |      1.4561  |     0.6904  |   0.7232  |               |              0.7812  |
|          |      2  |      1.4189  |     0.7070  |   0.6046  |               |              1.1686  |
|          |      3  |      1.3770  |     0.7295  |   0.7280  |               |              1.5247  |
|          |      4  |      1.3594  |     0.7344  |   0.8176  |               |              1.8827  |
|          |      5  |      1.3174  |     0.7627  |   0.8070  |               |              2.2397  |
|          |      6  |      1.2363  |     0.8193  |   0.8594  |               |              2.5966  |
|          |      7  |      1.2207  |     0.8174  |   0.8332  |               |              2.9542  |
|          |      8  |      1.1582  |     0.8652  |   0.8902  |               |              3.3115  |
|          |      9  |      1.1396  |     0.8730  |   0.9050  |               |              3.6404  |
|          |   eval  |      1.1396  |     0.8730  |   0.9050  |       0.9105  |              3.7935  |
------------------------------------------------------------------------------------------------------
|      16  |      0  |      1.6426  |     0.5723  |   0.5691  |               |              0.3952  |
|          |      1  |      1.4922  |     0.6582  |   0.6825  |               |              0.7820  |
|          |      2  |      1.3857  |     0.7295  |   0.7594  |               |              1.1690  |
|          |      3  |      1.3584  |     0.7324  |   0.7626  |               |              1.5255  |
|          |      4  |      1.3340  |     0.7676  |   0.7656  |               |              1.8813  |
|          |      5  |      1.2666  |     0.7852  |   0.7998  |               |              2.2381  |
|          |      6  |      1.2598  |     0.7900  |   0.8544  |               |              2.5955  |
|          |      7  |      1.2178  |     0.8242  |   0.8593  |               |              2.9518  |
|          |      8  |      1.1660  |     0.8457  |   0.8917  |               |              3.3083  |
|          |      9  |      1.1318  |     0.8643  |   0.9073  |               |              3.6368  |
|          |   eval  |      1.1318  |     0.8643  |   0.9073  |       0.9168  |              3.7901  |
------------------------------------------------------------------------------------------------------
|      17  |      0  |      1.6709  |     0.5332  |   0.5527  |               |              0.4840  |
|          |      1  |      1.5586  |     0.6133  |   0.6325  |               |              0.8710  |
|          |      2  |      1.4014  |     0.7080  |   0.7024  |               |              1.2582  |
|          |      3  |      1.3887  |     0.7188  |   0.7849  |               |              1.6148  |
|          |      4  |      1.3467  |     0.7529  |   0.7871  |               |              1.9710  |
|          |      5  |      1.2939  |     0.7764  |   0.7826  |               |              2.3273  |
|          |      6  |      1.2715  |     0.7910  |   0.8429  |               |              2.6841  |
|          |      7  |      1.2031  |     0.8252  |   0.8652  |               |              3.0404  |
|          |      8  |      1.1904  |     0.8301  |   0.8909  |               |              3.3966  |
|          |      9  |      1.1426  |     0.8672  |   0.9045  |               |              3.7247  |
|          |   eval  |      1.1426  |     0.8672  |   0.9045  |       0.9131  |              3.8783  |
------------------------------------------------------------------------------------------------------
|      18  |      0  |      1.6416  |     0.5752  |   0.5606  |               |              0.4802  |
|          |      1  |      1.5146  |     0.6406  |   0.6655  |               |              0.8689  |
|          |      2  |      1.3994  |     0.7285  |   0.7223  |               |              1.2554  |
|          |      3  |      1.3721  |     0.7305  |   0.7893  |               |              1.6123  |
|          |      4  |      1.2979  |     0.7793  |   0.8110  |               |              1.9685  |
|          |      5  |      1.2705  |     0.7900  |   0.8299  |               |              2.3252  |
|          |      6  |      1.2441  |     0.8037  |   0.8289  |               |              2.6810  |
|          |      7  |      1.1875  |     0.8438  |   0.8716  |               |              3.0372  |
|          |      8  |      1.1816  |     0.8291  |   0.8952  |               |              3.3938  |
|          |      9  |      1.1328  |     0.8672  |   0.9051  |               |              3.7220  |
|          |   eval  |      1.1328  |     0.8672  |   0.9051  |       0.9144  |              3.8759  |
------------------------------------------------------------------------------------------------------
|      19  |      0  |      1.6621  |     0.5508  |   0.5688  |               |              0.3940  |
|          |      1  |      1.5312  |     0.6377  |   0.6040  |               |              0.7804  |
|          |      2  |      1.4248  |     0.7012  |   0.6388  |               |              1.1677  |
|          |      3  |      1.3994  |     0.7109  |   0.7372  |               |              1.5242  |
|          |      4  |      1.3369  |     0.7539  |   0.7995  |               |              1.8805  |
|          |      5  |      1.2812  |     0.7881  |   0.8421  |               |              2.2374  |
|          |      6  |      1.2412  |     0.8008  |   0.8315  |               |              2.5931  |
|          |      7  |      1.1885  |     0.8418  |   0.8503  |               |              2.9493  |
|          |      8  |      1.1426  |     0.8701  |   0.8657  |               |              3.3059  |
|          |      9  |      1.1133  |     0.8848  |   0.9005  |               |              3.6332  |
|          |   eval  |      1.1133  |     0.8848  |   0.9005  |       0.9079  |              3.7874  |
------------------------------------------------------------------------------------------------------
|      20  |      0  |      1.6377  |     0.5859  |   0.5303  |               |              0.4752  |
|          |      1  |      1.5010  |     0.6709  |   0.6352  |               |              0.8618  |
|          |      2  |      1.3896  |     0.7158  |   0.7394  |               |              1.2489  |
|          |      3  |      1.3682  |     0.7363  |   0.7652  |               |              1.6053  |
|          |      4  |      1.3115  |     0.7705  |   0.8220  |               |              1.9610  |
|          |      5  |      1.2959  |     0.7754  |   0.8315  |               |              2.3176  |
|          |      6  |      1.2305  |     0.8184  |   0.8577  |               |              2.6730  |
|          |      7  |      1.2383  |     0.8125  |   0.8603  |               |              3.0291  |
|          |      8  |      1.1611  |     0.8486  |   0.8907  |               |              3.3866  |
|          |      9  |      1.1230  |     0.8857  |   0.9058  |               |              3.7136  |
|          |   eval  |      1.1230  |     0.8857  |   0.9058  |       0.9147  |              3.8676  |
------------------------------------------------------------------------------------------------------
|      21  |      0  |      1.6719  |     0.5469  |   0.5910  |               |              0.3946  |
|          |      1  |      1.4873  |     0.6689  |   0.7002  |               |              0.7814  |
|          |      2  |      1.4385  |     0.7002  |   0.7297  |               |              1.1697  |
|          |      3  |      1.3340  |     0.7598  |   0.7370  |               |              1.5268  |
|          |      4  |      1.3301  |     0.7637  |   0.8006  |               |              1.8819  |
|          |      5  |      1.3096  |     0.7598  |   0.7719  |               |              2.2390  |
|          |      6  |      1.2334  |     0.8125  |   0.8567  |               |              2.5957  |
|          |      7  |      1.2227  |     0.8125  |   0.8458  |               |              2.9520  |
|          |      8  |      1.1738  |     0.8369  |   0.8921  |               |              3.3085  |
|          |      9  |      1.1191  |     0.8730  |   0.9039  |               |              3.6370  |
|          |   eval  |      1.1191  |     0.8730  |   0.9039  |       0.9113  |              3.7902  |
------------------------------------------------------------------------------------------------------
|      22  |      0  |      1.6816  |     0.5557  |   0.5193  |               |              0.3944  |
|          |      1  |      1.4629  |     0.6641  |   0.6910  |               |              0.7810  |
|          |      2  |      1.4141  |     0.7061  |   0.5648  |               |              1.1676  |
|          |      3  |      1.3818  |     0.7412  |   0.7684  |               |              1.5233  |
|          |      4  |      1.3516  |     0.7412  |   0.7853  |               |              1.8798  |
|          |      5  |      1.3154  |     0.7500  |   0.8283  |               |              2.2358  |
|          |      6  |      1.2246  |     0.8174  |   0.8376  |               |              2.5920  |
|          |      7  |      1.2275  |     0.8047  |   0.8500  |               |              2.9485  |
|          |      8  |      1.1611  |     0.8555  |   0.8777  |               |              3.3049  |
|          |      9  |      1.1377  |     0.8721  |   0.9061  |               |              3.6329  |
|          |   eval  |      1.1377  |     0.8721  |   0.9061  |       0.9144  |              3.7860  |
------------------------------------------------------------------------------------------------------
|      23  |      0  |      1.6650  |     0.5479  |   0.5883  |               |              0.4726  |
|          |      1  |      1.4785  |     0.6729  |   0.6781  |               |              0.8595  |
|          |      2  |      1.4150  |     0.7119  |   0.7266  |               |              1.2458  |
|          |      3  |      1.3896  |     0.7236  |   0.7262  |               |              1.6020  |
|          |      4  |      1.3467  |     0.7432  |   0.7883  |               |              1.9580  |
|          |      5  |      1.2900  |     0.7773  |   0.8225  |               |              2.3145  |
|          |      6  |      1.2451  |     0.8154  |   0.8641  |               |              2.6704  |
|          |      7  |      1.1992  |     0.8262  |   0.8594  |               |              3.0271  |
|          |      8  |      1.1699  |     0.8467  |   0.8971  |               |              3.3834  |
|          |      9  |      1.1094  |     0.8691  |   0.9077  |               |              3.7110  |
|          |   eval  |      1.1094  |     0.8691  |   0.9077  |       0.9140  |              3.8651  |
------------------------------------------------------------------------------------------------------
|      24  |      0  |      1.6465  |     0.5557  |   0.4802  |               |              0.3943  |
|          |      1  |      1.5596  |     0.6221  |   0.5871  |               |              0.7819  |
|          |      2  |      1.4072  |     0.7129  |   0.7188  |               |              1.1693  |
|          |      3  |      1.3584  |     0.7324  |   0.8005  |               |              1.5260  |
|          |      4  |      1.3330  |     0.7656  |   0.8195  |               |              1.8819  |
|          |      5  |      1.2891  |     0.7900  |   0.8144  |               |              2.2387  |
|          |      6  |      1.2197  |     0.8193  |   0.8539  |               |              2.5951  |
|          |      7  |      1.2422  |     0.7988  |   0.8651  |               |              2.9519  |
|          |      8  |      1.1641  |     0.8467  |   0.8922  |               |              3.3080  |
|          |      9  |      1.1406  |     0.8672  |   0.9076  |               |              3.6359  |
|          |   eval  |      1.1406  |     0.8672  |   0.9076  |       0.9138  |              3.7892  |
------------------------------------------------------------------------------------------------------
Mean: 0.9127    Std: 0.0019
/workspace/ese5060/ese-3060-project/logs/519a2d52-ea1b-4049-b91f-5563f0c2727c/log.pt
